Titel;Vorname;Nachname;Partei;Jahrgang;Kandidatennummer
;"Antje";"Tillmann";"CDU";1964;3186
;"Martin";"Timm";"DKP";1957;3187
;"Astrid";"Timmermann-Fechter";"CDU";1963;3188
;"Markus Albert";"Tischner";"CSU";1972;3189
;"Dirk";"Tittmann";"NPD";1980;3190
;"Anjes";"Tjarks";"GRÜNE";1981;3191
;"Manfred";"Todtenhausen";"FDP";1950;3192
;"Manuela";"Tönhardt";"NPD";1952;3193
;"Edeltraut";"Töpfer";"CDU";1949;3194
;"Serkan";"Tören";"FDP";1972;3195
;"Stefan";"Tolksdorf";"BüSo";1979;3196
;"Florian";"Toncar";"FDP";1979;3197
;"Bernd";"Topka";"ödp";1966;3198
;"Birgit";"Tornau";"CDU";1958;3199
;"Stefan";"Träger";"NPD";1988;3200
;"Gerhard";"Träxler";"BP";1938;3201
;"Gesa";"Tralau";"SPD";1969;3202
;"Patrick";"Trautsch";"NPD";1980;3203
;"Angelika";"Trendelenburg";"MLPD";1957;3204
;"Victor";"Trenkenschuh";;1937;3205
;"Heiko";"Trenkle";"REP";1991;3206
;"Markus";"Tressel";"GRÜNE";1977;3207
;"Gert";"Trinklein";"FDP";1949;3208
;"Jürgen";"Trittin";"GRÜNE";1954;3209
;"Jürgen";"Trobentar";"CSU";1950;3210
;"Anja Gerlinde";"Troff-Schaffarzyk";"SPD";1969;3211
"Dr.";"Axel";"Troost";"DIE LINKE";1954;3212
;"Andreas";"Trost";"BüSo";1981;3213
;"Artur";"Tybussek";"CDU";1958;3214
;"Ralf";"Überheim";"FDP";1961;3215
;"Reinhild";"Ufermann-Schützinger";"NPD";1953;3216
"Dr.";"Hans-Peter";"Uhl";"CSU";1944;3217
;"Knuth";"Uhland";"FDP";1966;3218
;"Jonny Peter";"Uhlemann";"REP";1965;3219
;"Peter";"Uldahl";"GRÜNE";1963;3220
;"Walter";"Ullmann";"REP";1939;3221
;"Joachim";"Ullrich";"RRP";1946;3222
;"Manfred";"Ulmer";"RRP";1943;3223
;"Alexander";"Ulrich";"DIE LINKE";1971;3224
;"Günter";"Ulrich";"NPD";1943;3225
;"Sultan";"Ulusoy";;1968;3226
;"Harald";"Unfried";"SPD";1964;3227
"Dr.";"Frank-Uwe";"Unger";"FWD";1964;3228
;"Joachim-Friedrich";"Unruh";"FDP";1952;3229
;"Karin";"Urbansky";"CDU";1970;3230
;"Stefan";"Urbat";"PIRATEN";1965;3231
;"Herbert";"Utz";;1966;3232
;"Arnold Eugen Hugo";"Vaatz";"CDU";1955;3233
"Dr.";"Wilhelm";"Vachenauer";"ödp";1949;3234
;"Richard Ludwig Heinrich Karl";"Vahlberg";"NPD";1931;3235
;"Philipp";"Valenta";"NPD";1981;3236
;"Ulrich";"Vanek";"DIE LINKE";1947;3237
;"Rüdiger";"Veit";"SPD";1949;3238
;"Valentin";"Veithen";"DIE LINKE";1946;3239
;"Angelo";"Veltens";"PIRATEN";1985;3240
;"Ansgar";"Veltens";"PIRATEN";1960;3241
;"Benedikt Josef";"Vennemann";"FDP";1970;3242
;"Günter";"Vetter";"RRP";1952;3243
;"Marcus";"Viefeld";"FDP";1975;3244
;"Thomas";"Vierk";"NPD";1973;3245
;"Thomas";"Viesehon";"CDU";1973;3246
;"Simone";"Violka";"SPD";1968;3247
;"Regina";"Vischer";"GRÜNE";1957;3248
;"Nico";"Völker";"FDP";1980;3249
;"Hans-Dieter";"Völlm";"PBC";1943;3250
;"Alexander";"Vogel";"FDP";1983;3251
;"Ines";"Vogel";"SPD";1980;3252
;"Johannes";"Vogel";"FDP";1982;3253
;"Michael";"Vogel";"PIRATEN";1970;3254
;"Sebastian";"Vogel";"SPD";1979;3255
;"Volkmar";"Vogel";"CDU";1959;3256
;"Susanne";"Vogel-Vitzthum";"DIE LINKE";1960;3257
;"Jörg";"Vogelsänger";"SPD";1964;3258
;"Stefanie";"Vogelsang";"CDU";1966;3259
;"Kathrin";"Vogler";"DIE LINKE";1963;3260
;"Karl-Edmund";"Vogt";"ödp";1944;3261
;"Ute";"Vogt";"SPD";1964;3262
;"Arend";"Vogtländer";"PIRATEN";1972;3263
;"Udo";"Voigt";"NPD";1952;3264
;"Christian";"Volk";"CDU";1980;3265
"Dr.";"Daniel";"Volk";"FDP";1970;3266
;"Timo";"Volkmar";"PIRATEN";1980;3267
"Dr.";"Eva Marlies";"Volkmer";"SPD";1947;3268
;"Sven";"Volmering";"CDU";1976;3269
;"Margit-Szu";"Volosinovszky";"Die Tierschutzpartei";1955;3270
;"Rolf";"Vorberger";"RRP";1950;3271
;"Christian";"Vorländer";"SPD";1973;3272
;"Franziska";"Vorpahl";"NPD";1988;3273
;"Bernd";"Voß";"GRÜNE";1954;3274
;"Hans-Joachim";"Voß";"NPD";1948;3275
;"Harry Otto Adolf";"Voß";"DIE LINKE";1953;3276
;"Johanna Regina";"Voß";"DIE LINKE";1957;3277
;"Renate";"Voß";"MLPD";1943;3278
;"Sylvia";"Voß";"DIE LINKE";1954;3279
;"Christel Hedwig Ernestine";"Voßbeck-Kayser";"CDU";1961;3280
;"Andrea";"Voßhoff";"CDU";1958;3281
;"Karl";"Voßkühler";"DIE LINKE";1981;3282
;"Daniela";"Vrankaj";"NPD";1980;3283
;"Christoph";"Vries de";"CDU";1974;3284
;"Kees";"Vries de";"CDU";1955;3285
;"Mehmet Ali";"Vuranoglu";"MLPD";1959;3286
;"Heinrich";"Wachs";"NPD";1968;3287
"Dr.";"Johann David";"Wadephul";"CDU";1963;3288
;"Cassandra";"Wächter";"NPD";1986;3289
;"Horst";"Wagener";"NPD";1937;3290
;"Sarah";"Wagenknecht-Niemeyer";"DIE LINKE";1969;3291
;"Adi";"Wagner";"SPD";1952;3292
;"Arfst";"Wagner";"GRÜNE";1954;3293
;"Brigitte";"Wagner";"REP";1947;3294
;"Daniela";"Wagner";"GRÜNE";1957;3295
;"Gerhard";"Wagner";"Volksabstimmung";1939;3296
;"Karla";"Wagner";"SPD";1957;3297
;"Kay";"Wagner";"ödp";1984;3298
;"Kurt";"Wagner";"CDU";1937;3299
;"Regina";"Wagner";"CDU";1964;3300
;"Sascha";"Wagner";"NPD";1972;3301
;"Susanne";"Wagner";"MLPD";1953;3302
;"Monika";"Wagschal";"SPD";1954;3303
;"Christoph";"Waitz";"FDP";1960;3304
;"Ingo Peter";"Walde";"NPD";1945;3305
;"Björn";"Walden";"SPD";1983;3306
;"Silvio";"Waldheim";"NPD";1960;3307
;"Thomas";"Waldheim";"DIE LINKE";1960;3308
;"Michael";"Waldow";;1971;3309
;"Stefan";"Walesch";"PIRATEN";1988;3310
;"Kirsten";"Wallbraun";"ödp";1962;3311
"Dr.";"Gabriele Anna";"Wallenstein";"MLPD";1947;3312
;"Klaus";"Wallenstein";"MLPD";1943;3313
;"Max D.";"Walser";"BP";1952;3314
;"Bruno";"Walter";"DIE VIOLETTEN";1961;3315
;"Helmut";"Walter";"NPD";1952;3316
;"Markus";"Walter";"NPD";1975;3317
;"Uli";"Walter";"FDP";1945;3318
;"Mechthild";"Walter von";"ödp";1939;3319
;"Beate";"Walter-Rosenheimer";"GRÜNE";1964;3320
;"Claudia";"Walther";"SPD";1963;3321
;"Leo";"Wandersleb";"PIRATEN";1977;3322
;"Marco";"Wanderwitz";"CDU";1975;3323
"Dr.";"Joseph";"Wandl";"DIE LINKE";1950;3324
;"Franz-Markus";"Wantscha";"BüSo";1948;3325
;"Cornelia Maria";"Wasner-Sommer";"CSU";1965;3326
;"Karl-Josef";"Wasserhövel";"SPD";1962;3327
;"Halina";"Wawzyniak";"DIE LINKE";1973;3328
;"Andreas";"Weber";"BüSo";1980;3329
;"Andreas";"Weber";"CDU";1979;3330
;"Bernd";"Weber";"SPD";1979;3331
;"Erwin Willi";"Weber";;1947;3332
;"Florian";"Weber";"BP";1963;3333
;"Karin";"Weber";"MLPD";1951;3334
;"Matthias";"Weber";"FDP";1985;3335
;"Patrick";"Weber";"NPD";1983;3336
;"Peter";"Weber";"ödp";1949;3337
;"Volker Helmut";"Weber";"FDP";1962;3338
;"Elke";"Weckner-Lömm";"FDP";1958;3339
;"Dirk";"Wedel";"FDP";1974;3340
"Dr.";"Christina- Elisabeth";"Wedelstaedt von";"CDU";1965;3341
;"Bastian Immanuel";"Wefes";"DIE LINKE";1982;3342
;"Maximilian Anton";"Wegele";"ödp";1966;3343
;"Daniela";"Wegener";"NPD";1974;3344
;"Gunnar";"Wegener";"SPD";1953;3345
;"Sabine Barbara";"Wegmann";"DIE LINKE";1952;3346
;"Kai Peter";"Wegner";"CDU";1972;3347
;"Jürgen";"Wehner";"NPD";1965;3348
;"Sven";"Wehrend";"PIRATEN";1987;3349
"Dr.";"Ingrid";"Weible";"MLPD";1947;3350
;"Hans";"Weide";"ADM";1937;3351
;"Michael";"Weidner";"MLPD";1948;3352
;"Heiko";"Weiershäuser";"SPD";1963;3353
;"Nils";"Weigand";"FDP";1976;3354
;"Andreas";"Weigel";"SPD";1964;3355
;"Florian";"Weigel";"CDU";1988;3356
;"Anton";"Weigl";"BP";1963;3357
;"Sebastian";"Weigle";"SPD";1978;3358
;"Rüdiger";"Weil";"SPD";1977;3359
;"Gerd";"Weiland";;1950;3360
;"Stephan";"Weiland";"CDU";1985;3361
;"Harald";"Weinberg";"DIE LINKE";1957;3362
;"Marcus";"Weinberg";"CDU";1967;3363
;"Angelika";"Weinfurtner";"SPD";1959;3364
;"Peter";"Weinlich";"FDP";1977;3365
;"Ingrid";"Weinmann";"BP";1942;3366
;"Wolfgang";"Weinsziehr";"RRP";1943;3367
;"Günther";"Weishäupl";"DVU";1967;3368
;"Peter Georg";"Weispfenning";"MLPD";1967;3369
;"Christian";"Weiß";"DKP";1960;3370
;"Emmi Paula";"Weiß";"FDP";1935;3371
;"Peter";"Weiß";"CDU";1956;3372
;"Robert";"Weiß";"ödp";1971;3373
;"Sabine Katharina";"Weiss";"CDU";1958;3374
;"Wolfgang";"Weiß";"GRÜNE";1961;3375
;"Dirk";"Weissleder";"FDP";1969;3376
;"Felix";"Weitenhagen";"MLPD";1977;3377
;"Gabriele";"Weiter";"ödp";1957;3378
;"Norbert";"Welk";"PIRATEN";1964;3379
;"Lukas Volkmar";"Welke";;1955;3380
;"Ingo";"Wellenreuther";"CDU";1959;3381
;"Karl-Georg";"Wellmann";"CDU";1952;3382
;"Sigrid";"Wellmann";"Die Tierschutzpartei";1958;3383
;"Alfred Wilhelm";"Welzhofer";"PIRATEN";1961;3384
"Prof. Dr.";"Helmut Adolph Wilhelm";"Wenck";"CDU";1935;3385
;"Willi Kurt";"Wende";;1947;3386
;"Michael";"Wendl";"DIE LINKE";1950;3387
;"Katrin";"Wendlandt";"REP";1968;3388
;"Marian";"Wendt";"CDU";1985;3389
;"Walter";"Wendt-Kleinberg";"DIE LINKE";1948;3390
;"Martin";"Weng";"CDU";1978;3391
;"Karsten";"Wengelinski";"REP";1963;3392
;"Elvira";"Wengenroth";"PBC";1961;3393
;"Jörg";"Wenghöfer";"SPD";1964;3394
;"Felizitas";"Wennmacher";"DIE LINKE";1952;3395
;"Renate";"Werlberger";"NPD";1955;3396
;"Elisabeth";"Werle";"DIE VIOLETTEN";1962;3397
;"Daniel";"Werner";"SPD";1977;3398
;"Elsbeth";"Werner";"DIE VIOLETTEN";1945;3399
;"Karsten";"Werner";"BüSo";1984;3400
;"Katrin";"Werner";"DIE LINKE";1973;3401
;"Reinhard";"Wersing";"ödp";1940;3402
;"Gudrun Elisabeth";"Wesener";"MLPD";1959;3403
;"Claudia";"Wesner";"CDU";1971;3404
;"Herbert";"Wessel";"DIE LINKE";1951;3405
"Dr.";"Dirk";"Weßlau";;1961;3406
;"Claudia Hannelore";"Weßling";"SPD";1985;3407
;"Waldemar";"Westermayer";"CDU";1953;3408
"Dr.";"Guido";"Westerwelle";"FDP";1961;3409
;"Angela";"Westfehling";"FDP";1956;3410
;"Benjamin";"Westphal";"PIRATEN";1988;3411
;"Maaret";"Westphely";"GRÜNE";1974;3412
;"Wolfgang";"Wettlaufer";"ödp";1948;3413
"Dr.";"Margrit";"Wetzel";"SPD";1950;3414
;"Hans";"Wetzelsberger";"RRP";1949;3415
;"Kai";"Whittaker";"CDU";1985;3416
;"Matthias";"Wichmann";"NPD";1973;3417
;"Peter";"Wichtel";"CDU";1949;3418
;"Andrea";"Wicklein";"SPD";1958;3419
;"Jürgen";"Widder";"NPD";1973;3420
;"Annette";"Widmann-Mauz";"CDU";1966;3421
;"Hans-Gerd";"Wiechmann";"DVU";1949;3422
;"Christel";"Wieck";"FDP";1958;3423
;"Heidemarie";"Wieczorek-Zeul";"SPD";1942;3424
;"Cornelia";"Wiedemeyer";"SPD";1961;3425
;"Volker";"Wiederstein";"PBC";1965;3426
"Dr.";"Dieter";"Wiefelspütz";"SPD";1946;3427
;"Daniel";"Wiegenstein";"MLPD";1958;3428
;"Dieter August Karl";"Wiegräfe";"DVU";1935;3429
;"Wolfgang";"Wieland";"GRÜNE";1948;3430
;"Margarete";"Wiemer";"DIE LINKE";1954;3431
;"Christoph";"Wiemers";"FDP";1973;3432
;"Roberto";"Wienzek";"BüSo";1983;3433
;"Patrick";"Wieschke";"NPD";1981;3434
;"Heinz";"Wiese";"CDU";1945;3435
;"Rita";"Wiesend";"ödp";1960;3436
;"Theodor";"Wieser";"CM";1949;3437
;"Claudia";"Wiest";"ödp";1967;3438
;"Susanne";"Wiest";;1967;3439
"Dr.";"Frank-Eberhard";"Wilde";"ödp";1937;3440
;"Peter";"Wildenradt von";;1957;3441
;"Sabine";"Wilhelm";"SPD";1965;3442
;"Ralf Heinrich";"Wilhelmi";"FDP";1952;3443
;"Maria Hilde";"Wilke";;1950;3444
;"Björn";"Willenberg";"PIRATEN";1983;3445
;"Klaus-Peter";"Willsch";"CDU";1961;3446
"Dr.";"Valerie";"Wilms";"GRÜNE";1954;3447
;"Herbert";"Wilzek";"DIE LINKE";1953;3448
;"Edna";"Windecker";"NPD";1946;3449
;"Gert";"Winkelmeier";"DIE LINKE";1956;3450
;"Elisabeth";"Winkelmeier-Becker";"CDU";1962;3451
;"Elisabeth";"Winkler";"ödp";1971;3452
;"Josef Philip";"Winkler";"GRÜNE";1974;3453
;"Manfred";"Winkler";;1949;3454
;"Marco";"Winkler";"DIE LINKE";1989;3455
;"Ursula";"Winkler";"NPD";1939;3456
;"Heike Christine";"Winter";"SPD";1971;3457
;"Mario";"Winter";"NPD";1982;3458
;"Susanna";"Winter";"CDU";1954;3459
;"Wilhelm Friedrich";"Winter";"BüSo";1940;3460
;"Wolfgang";"Winter";"RRP";1957;3461
"Dr.";"Claudia";"Winterstein";"FDP";1950;3462
;"Thorsten";"Wirth";"PIRATEN";1968;3463
;"Claudia";"Wirth-Schusser";"Die Tierschutzpartei";1968;3464
;"Konrad";"Wirtz";"BP";1955;3465
;"Jürgen";"Wischnat";"MLPD";1943;3466
"Dr.";"Volker";"Wissing";"FDP";1970;3467
;"Engelbert";"Wistuba";"SPD";1953;3468
;"Jan Christopher";"Witt";"FDP";1985;3469
;"Britta";"Witte";"CDU";1959;3470
"Dr.";"Christa";"Wittern";"FDP";1943;3471
;"Mechthilde";"Wittmann";"CSU";1967;3472
;"Dieter";"Woche";"NPD";1938;3473
"Dr.";"Wolfgang";"Wodarg";"SPD";1947;3474
;"Dagmar";"Wöhrl";"CSU";1954;3475
;"Wolfgang";"Wöhrmann";"MLPD";1952;3476
;"Bernd Hinrich";"Wölbern";"SPD";1966;3477
;"Günther";"Wohlert";"NPD";1970;3478
;"Rüdiger";"Wohltmann";"DIE LINKE";1959;3479
;"Gerhard";"Woitzik";"ZENTRUM";1927;3480
;"Dieter";"Woizik";"Volksabstimmung";1934;3481
;"Marcel";"Wojnarowicz";;1976;3482
;"Andreas";"Wolf";"NPD";1981;3483
;"Martin Josef";"Wolf";"FDP";1962;3484
;"Sylvio Peter";"Wolf";"NPD";1967;3485
;"Harald";"Wolfert";"GRÜNE";1956;3486
;"Harald";"Wolff";"DKP";1958;3487
;"Hartfrid";"Wolff";"FDP";1971;3488
;"Leon";"Wolff";"GRÜNE";1957;3489
;"Ulrike";"Wolff";"BüSo";1952;3490
;"Waltraud Katharina";"Wolff";"SPD";1956;3491
;"Klaus Dieter";"Wolframm";"SPD";1959;3492
;"Patrick";"Wolter";"PIRATEN";1970;3493
;"Thomas";"Wolters";"FDP";1962;3494
;"Barbara";"Woltmann";"CDU";1957;3495
;"Jutta";"Wonnemann";"FDP";1950;3496
;"Sylvia";"Wowretzko";"SPD";1955;3497
;"Alexander";"Wright";"GRÜNE";1987;3498
;"Vera";"Wucherpfennig";"CDU";1981;3499
;"Wolfgang";"Wüst";"NPD";1965;3500
;"Thomas";"Wulff";"NPD";1963;3501
"Dr.";"Edgar";"Wunder";"DIE LINKE";1969;3502
;"Heinz";"Wunderlich";;1953;3503
;"Jörn Heinz Adolf";"Wunderlich";"DIE LINKE";1960;3504
;"Christoph";"Wunnicke";"GRÜNE";1971;3505
;"Alexander Frederik";"Wunschik";"PIRATEN";1980;3506
;"Engelbert";"Wurm";"DIE LINKE";1942;3507
;"Christopher";"Wuttke";"CDU";1973;3508
;"Roland";"Wuttke";"NPD";1954;3509
;"Bülent";"Yorulmaz";;1969;3510
;"Dieter";"Zager";"RRP";1938;3511
"Dr.";"Paul Helmut August";"Zagermann";"MLPD";1940;3512
;"Petra Inge";"Zais";"GRÜNE";1957;3513
;"Uta";"Zapf";"SPD";1941;3514
;"Ronny";"Zasowk";"NPD";1986;3515
;"Hubertus";"Zdebel";"DIE LINKE";1954;3516
;"Peggy";"Zecha";"SPD";1967;3517
;"Irmgard";"Zecher";"GRÜNE";1920;3518
;"Ralf-Peter";"Zecher";"NPD";1960;3519
"Prof. Dr.";"Christoph";"Zeitler";"FDP";1960;3520
;"Thomas";"Zenker";"SPD";1961;3521
;"Helga";"Zepp-LaRouche";"BüSo";1948;3522
;"Signe";"Zerrahn";"GRÜNE";1962;3523
;"Sören";"Zetzsche";"PIRATEN";1976;3524
;"Dagmar";"Ziegler";"SPD";1960;3525
;"Heinz Kurt";"Ziegler";"MLPD";1953;3526
;"Kurt";"Ziegler";"ADM";1936;3527
;"Martin Alexander";"Ziegler";"DVU";1972;3528
;"Norbert";"Ziegler";"FDP";1963;3529
;"Patrick";"Ziegler";"MLPD";1987;3530
;"Torsten";"Ziegler";"NPD";1983;3531
;"Hans-Jürgen";"Zierus";"DIE LINKE";1946;3532
"Dr.";"Tamara";"Zieschang";"CDU";1970;3533
;"Stefan";"Ziller";"GRÜNE";1981;3534
"Prof. (FH) Dr.";"Bernhard";"Zimmer";"GRÜNE";1961;3535
"Dr.";"Matthias";"Zimmer";"CDU";1961;3536
;"Adelheid";"Zimmermann";"FDP";1949;3537
;"Anna";"Zimmermann";"MLPD";1976;3538
;"Elisabeth";"Zimmermann";"PSG";1956;3539
;"Jan";"Zimmermann";"NPD";1977;3540
;"Jens Uwe";"Zimmermann";"FDP";1963;3541
;"Sabine";"Zimmermann";"DIE LINKE";1960;3542
"Dr.";"Steffen";"Zimmermann";"CDU";1973;3543
;"Brigitte";"Zimmitsch";"REP";1947;3544
;"Mareike";"Zingsem";"DIE LINKE";1982;3545
;"Robert";"Zion";"GRÜNE";1966;3546
;"Jana";"Zirra";"SPD";1979;3547
;"Wolfgang";"Zöller";"CSU";1942;3548
;"Manfred";"Zöllmer";"SPD";1950;3549
;"Zarah";"Zorko";"MLPD";1979;3550
;"Waltraud";"Zorn";"MLPD";1938;3551
;"Gerhard";"Zuleger";"REP";1939;3552
;"Paul";"Zundel";;1952;3553
;"Werner";"Zuse";"BüSo";1949;3554
;"Willi";"Zylajew";"CDU";1950;3555
;"Brigitte";"Zypries";"SPD";1953;3556
